customer_id,signup_date,acquisition_channel,region,loyalty_member,spend_propensity,initial_orders_estimate,high_value_flag
CUST101594,25-12-2024,paid_search,north,0,1.2767,3,0
CUST101595,28-02-2024,email,west,0,1.6148,4,0
CUST101596,01-12-2024,organic_search,west,0,2.8649,8,0
CUST101597,29-11-2024,organic_search,east,0,0.2644,1,0
CUST101598,09-10-2024,paid_search,north,0,0.0499,1,0
CUST101599,04-01-2025,social,north,1,0.3438,1,0
CUST101600,20-04-2024,email,central,0,0.5094,1,0
CUST101601,08-08-2024,referral,south,0,0.9813,2,0
CUST101602,19-08-2024,paid_search,south,0,1.598,4,0
CUST101603,26-04-2024,organic_search,east,0,0.4305,1,0
CUST101604,30-07-2024,email,north,0,0.6415,1,0
CUST101605,22-06-2024,social,central,0,1.5393,4,0
CUST101606,20-08-2024,organic_search,north,0,0.2553,1,0
CUST101607,23-07-2024,paid_search,west,0,0.2448,1,0
CUST101608,31-07-2024,social,east,0,0.8897,2,0
CUST101609,08-01-2025,email,south,0,0.5728,1,0
CUST101610,18-02-2024,paid_search,north,1,2.9739,8,0
CUST101611,09-06-2024,organic_search,east,0,0.4417,1,0
CUST101612,06-08-2024,referral,south,0,1.4253,4,0
CUST101613,09-06-2024,social,north,0,0.8749,2,0
CUST101614,06-12-2024,paid_search,central,0,0.0561,1,0
CUST101615,10-05-2024,organic_search,east,0,0.529,1,0
CUST101616,10-07-2024,social,north,1,0.2271,1,0
CUST101617,19-03-2024,organic_search,south,0,0.1545,1,0
CUST101618,17-12-2024,organic_search,south,0,0.3995,1,0
CUST101619,30-08-2024,paid_search,central,0,0.8651,2,0
CUST101620,04-02-2024,organic_search,east,0,0.9222,2,0
CUST101621,16-02-2024,social,east,0,0.8862,2,0
CUST101622,13-02-2024,organic_search,north,0,0.1251,1,0
CUST101623,17-02-2024,social,south,1,0.9169,2,0
CUST101624,09-08-2024,organic_search,south,0,0.5272,1,0
CUST101625,19-02-2024,organic_search,central,0,2.3336,7,0
CUST101626,16-01-2025,organic_search,central,0,2.4302,7,0
CUST101627,13-01-2025,email,east,0,1.4618,4,0
CUST101628,09-07-2024,email,south,0,1.2144,3,0
CUST101629,07-03-2024,organic_search,north,0,0.1221,1,0
CUST101630,11-10-2024,email,west,0,0.0885,1,0
CUST101631,31-01-2024,social,north,0,1.8378,5,0
CUST101632,27-10-2024,referral,central,0,0.5569,1,0
CUST101633,14-10-2024,paid_search,north,0,0.6003,1,0
CUST101634,14-10-2024,social,south,1,1.8825,5,0
CUST101635,17-06-2024,organic_search,east,0,0.9714,2,0
CUST101636,09-12-2024,paid_search,west,0,0.1977,1,0
CUST101637,03-03-2024,referral,east,0,0.237,1,0
CUST101638,29-07-2024,paid_search,west,1,0.0064,1,0
CUST101639,30-06-2024,organic_search,west,1,1.2402,3,0
CUST101640,06-12-2024,organic_search,south,0,0.6648,1,0
CUST101641,04-08-2024,social,south,0,2.995,8,0
CUST101642,04-01-2025,social,central,0,1.2518,3,0
CUST101643,27-01-2024,paid_search,central,0,0.1089,1,0
CUST101644,27-05-2024,referral,west,0,0.1762,1,0
CUST101645,03-11-2024,organic_search,central,0,0.6966,2,0
CUST101646,08-06-2024,organic_search,south,0,2.5886,7,1
CUST101647,29-06-2024,email,central,0,0.284,1,0
CUST101648,23-02-2024,organic_search,west,0,1.7463,5,0
CUST101649,22-10-2024,organic_search,east,0,0.3744,1,0
CUST101650,16-09-2024,paid_search,north,0,0.3146,1,0
CUST101651,18-04-2024,email,central,0,13.8997,41,1
CUST101652,20-03-2024,organic_search,south,0,0.0484,1,0
CUST101653,02-12-2024,email,east,0,1.081,3,0
CUST101654,03-09-2024,email,south,0,0.0441,1,0
CUST101655,24-04-2024,organic_search,central,1,9.6796,29,1
CUST101656,25-02-2024,social,west,0,1.7685,5,0
CUST101657,28-06-2024,paid_search,north,0,2.2383,6,0
CUST101658,11-10-2024,paid_search,north,0,0.2059,1,0
CUST101659,07-07-2024,email,east,0,0.133,1,0
CUST101660,28-02-2024,referral,north,0,0.7002,2,0
CUST101661,22-05-2024,organic_search,west,0,0.3169,1,0
CUST101662,20-10-2024,paid_search,south,1,0.9322,2,0
CUST101663,25-04-2024,paid_search,west,0,0.721,2,0
CUST101664,07-08-2024,paid_search,east,1,0.1565,1,0
CUST101665,14-10-2024,paid_search,east,1,1.3443,4,0
CUST101666,14-11-2024,organic_search,north,0,9.7712,29,1
CUST101667,10-11-2024,social,west,1,3.298,9,0
CUST101668,11-12-2024,paid_search,south,0,0.5034,1,0
CUST101669,25-11-2024,organic_search,west,0,0.4121,1,0
CUST101670,12-10-2024,email,south,0,0.2135,1,0
CUST101671,14-01-2024,email,south,1,0.1995,1,0
CUST101672,07-11-2024,paid_search,west,1,0.3872,1,0
CUST101673,02-12-2024,organic_search,central,0,4.0073,12,0
CUST101674,21-12-2024,social,west,0,0.5808,1,0
CUST101675,16-05-2024,organic_search,south,0,0.3002,1,0
CUST101676,15-01-2024,organic_search,east,0,0.0899,1,0
CUST101677,02-04-2024,social,east,0,1.9182,5,0
CUST101678,19-05-2024,organic_search,north,0,0.097,1,0
CUST101679,25-12-2024,organic_search,east,0,0.7099,2,0
CUST101680,07-06-2024,organic_search,central,0,0.5769,1,0
CUST101681,22-06-2024,organic_search,south,1,0.1912,1,0
CUST101682,28-06-2024,organic_search,west,0,0.1921,1,0
CUST101683,04-01-2024,referral,west,0,0.9838,2,0
CUST101684,02-04-2024,organic_search,central,0,0.4896,1,0
CUST101685,14-03-2024,organic_search,east,1,0.0578,1,0
CUST101686,16-10-2024,organic_search,south,1,2.5281,7,0
CUST101687,02-12-2024,email,east,0,0.5191,1,0
CUST101688,24-07-2024,paid_search,north,0,0.8942,2,0
CUST101689,05-02-2024,paid_search,east,0,2.1664,6,0
CUST101690,13-03-2024,email,north,0,0.5144,1,0
CUST101691,14-01-2025,paid_search,west,0,1.7185,5,0
CUST101692,20-11-2024,organic_search,south,0,14.7732,44,1
CUST101693,16-01-2024,organic_search,north,0,0.1912,1,0
CUST101694,16-02-2024,paid_search,east,0,2.2302,6,0
CUST101695,28-09-2024,organic_search,east,0,0.1276,1,0
CUST101696,20-04-2024,social,west,0,0.3218,1,0
CUST101697,11-07-2024,organic_search,central,0,1.6514,4,0
CUST101698,02-08-2024,social,central,1,2.3095,6,0
CUST101699,20-08-2024,organic_search,east,0,1.1525,3,0
CUST101700,23-06-2024,organic_search,central,1,0.1107,1,0
CUST101701,21-03-2024,paid_search,south,0,0.7402,2,0
CUST101702,08-07-2024,email,central,0,0.8501,2,0
CUST101703,08-06-2024,paid_search,south,0,0.3311,1,0
CUST101704,04-01-2025,social,east,0,4.744,14,1
CUST101705,15-06-2024,organic_search,east,0,0.4089,1,0
CUST101706,17-10-2024,organic_search,east,0,0.236,1,0
CUST101707,01-11-2024,organic_search,west,0,0.1167,1,0
CUST101708,13-02-2024,organic_search,central,0,0.4756,1,0
CUST101709,27-01-2024,organic_search,north,0,1.1797,3,0
CUST101710,20-03-2024,organic_search,north,0,0.2632,1,0
CUST101711,21-03-2024,email,east,0,1.4677,4,0
CUST101712,12-11-2024,organic_search,central,0,0.8729,2,0
CUST101713,26-01-2024,social,south,0,0.5807,1,0
CUST101714,11-12-2024,paid_search,north,0,1.2119,3,0
CUST101715,11-02-2024,paid_search,east,1,0.1454,1,0
CUST101716,19-05-2024,social,north,0,0.9109,2,0
CUST101717,14-08-2024,organic_search,north,0,1.6042,4,0
CUST101718,04-12-2024,organic_search,north,1,5.4313,16,0
CUST101719,05-08-2024,social,east,0,0.7163,2,0
CUST101720,05-09-2024,email,east,0,1.822,5,0
CUST101721,06-11-2024,organic_search,west,0,4.2281,12,0
CUST101722,14-08-2024,organic_search,west,0,0.2001,1,0
CUST101723,31-07-2024,email,west,0,1.1755,3,0
CUST101724,19-05-2024,organic_search,north,0,0.0841,1,0
CUST101725,20-04-2024,social,central,0,0.0438,1,0
CUST101726,19-09-2024,paid_search,east,0,0.3296,1,0
CUST101727,28-02-2024,organic_search,west,1,3.5377,10,1
CUST101728,25-06-2024,social,central,0,0.8034,2,0
CUST101729,08-08-2024,paid_search,west,0,0.3123,1,0
CUST101730,26-02-2024,organic_search,west,0,0.1422,1,0
CUST101731,25-05-2024,paid_search,central,0,2.528,7,0
CUST101732,13-12-2024,email,west,0,0.45,1,0
CUST101733,13-12-2024,social,north,0,0.3663,1,0
CUST101734,30-10-2024,organic_search,north,0,1.9517,5,0
CUST101735,06-09-2024,paid_search,north,1,0.9274,2,0
CUST101736,26-09-2024,social,south,0,1.1081,3,0
CUST101737,07-12-2024,email,west,0,0.5473,1,0
CUST101738,06-06-2024,social,south,0,2.6343,7,1
CUST101739,24-01-2024,organic_search,east,0,2.3147,6,0
CUST101740,22-04-2024,social,central,0,0.0727,1,0
CUST101741,21-07-2024,social,east,0,0.3128,1,0
CUST101742,02-11-2024,organic_search,south,0,1.0072,3,0
CUST101743,29-01-2024,paid_search,north,0,0.7632,2,0
CUST101744,04-01-2024,organic_search,west,0,1.3862,4,0
CUST101745,14-04-2024,social,west,0,0.3503,1,0
CUST101746,03-06-2024,organic_search,north,0,1.4188,4,0
CUST101747,18-04-2024,social,west,0,6.6287,19,1
CUST101748,11-03-2024,email,central,0,1.3028,3,0
CUST101749,10-05-2024,email,central,0,2.9612,8,0
CUST101750,28-05-2024,email,central,0,0.5527,1,0
CUST101751,16-06-2024,referral,east,0,0.4194,1,0
CUST101752,02-03-2024,organic_search,north,0,1.1515,3,0
CUST101753,04-01-2024,social,central,0,1.648,4,0
CUST101754,11-09-2024,paid_search,south,1,0.2125,1,0
CUST101755,08-08-2024,email,central,0,1.876,5,0
CUST101756,30-03-2024,organic_search,east,1,0.0596,1,0
CUST101757,07-03-2024,referral,south,0,0.0064,1,0
CUST101758,13-07-2024,social,north,0,0.1725,1,0
CUST101759,29-09-2024,email,north,0,3.8475,11,0
CUST101760,26-12-2024,organic_search,central,0,0.7414,2,0
CUST101761,27-04-2024,organic_search,south,0,0.0477,1,0
CUST101762,13-09-2024,email,south,0,35.2169,105,1
CUST101763,13-10-2024,organic_search,central,0,1.3661,4,0
CUST101764,08-12-2024,email,central,0,1.8202,5,0
CUST101765,30-06-2024,organic_search,west,0,1.4367,4,0
CUST101766,06-02-2024,social,west,0,0.1114,1,0
CUST101767,22-07-2024,paid_search,central,0,0.7238,2,0
CUST101768,14-01-2025,social,east,0,1.4792,4,0
CUST101769,22-01-2024,social,west,0,6.093,18,1
CUST101770,11-08-2024,organic_search,central,0,0.9971,2,0
CUST101771,10-01-2024,organic_search,south,0,1.4151,4,0
CUST101772,23-08-2024,organic_search,west,1,0.2575,1,0
CUST101773,09-02-2024,social,east,1,1.0833,3,0
CUST101774,09-06-2024,paid_search,north,0,0.4978,1,0
CUST101775,21-10-2024,social,south,0,0.0723,1,0
CUST101776,07-08-2024,paid_search,east,0,0.2258,1,0
CUST101777,20-10-2024,paid_search,east,0,1.5799,4,0
CUST101778,26-07-2024,paid_search,east,0,2.2627,6,0
CUST101779,29-12-2024,organic_search,south,0,0.3324,1,0
CUST101780,23-11-2024,organic_search,east,0,0.2112,1,0
CUST101781,01-08-2024,referral,north,1,0.0271,1,0
CUST101782,28-05-2024,email,west,0,2.9507,8,1
CUST101783,28-02-2024,organic_search,south,0,1.1516,3,0
CUST101784,26-07-2024,social,east,0,3.1473,9,0
CUST101785,11-01-2024,email,central,1,1.994,5,0
CUST101786,15-06-2024,paid_search,west,0,0.4162,1,0
CUST101787,28-03-2024,organic_search,south,0,0.1196,1,0
CUST101788,12-11-2024,organic_search,central,0,0.6913,2,0
CUST101789,23-08-2024,paid_search,central,0,0.0272,1,0
CUST101790,19-12-2024,referral,east,0,0.1624,1,0
CUST101791,04-07-2024,social,south,0,0.2658,1,0
CUST101792,15-02-2024,organic_search,east,0,1.0956,3,0
CUST101793,11-08-2024,organic_search,north,0,0.7131,2,0
CUST101794,24-02-2024,email,central,0,0.3601,1,0
CUST101795,04-05-2024,email,north,0,0.8319,2,0
CUST101796,11-08-2024,social,east,0,0.1338,1,0
CUST101797,28-10-2024,social,west,0,1.4094,4,0
CUST101798,24-07-2024,organic_search,central,0,1.2449,3,0
CUST101799,25-09-2024,email,west,0,1.4639,4,0
CUST101800,10-02-2024,email,south,1,0.9324,2,0
CUST101801,21-07-2024,organic_search,central,0,0.6998,2,0
CUST101802,07-06-2024,social,north,0,0.0627,1,0
CUST101803,16-01-2025,organic_search,west,0,1.9557,5,0
CUST101804,22-06-2024,organic_search,south,0,7.5669,22,1
CUST101805,23-04-2024,organic_search,central,0,0.6291,1,0
CUST101806,19-06-2024,organic_search,south,0,0.7061,2,0
CUST101807,27-03-2024,organic_search,north,0,1.8927,5,0
CUST101808,09-02-2024,paid_search,central,0,2.1456,6,0
CUST101809,18-09-2024,paid_search,south,0,0.3021,1,0
CUST101810,20-11-2024,paid_search,east,0,2.2145,6,0
CUST101811,28-02-2024,organic_search,central,0,2.1816,6,0
CUST101812,28-09-2024,organic_search,central,0,1.0541,3,0
CUST101813,18-09-2024,social,central,0,1.3483,4,0
CUST101814,09-04-2024,paid_search,central,0,1.5541,4,0
CUST101815,27-06-2024,organic_search,east,1,31.5082,94,1
CUST101816,28-06-2024,email,north,0,9.7532,29,1
CUST101817,07-01-2025,social,east,0,1.0701,3,0
CUST101818,26-11-2024,email,east,0,2.2582,6,0
CUST101819,16-03-2024,paid_search,south,0,2.3617,7,0
CUST101820,30-04-2024,organic_search,west,0,3.6181,10,0
CUST101821,22-02-2024,social,west,0,1.4982,4,0
CUST101822,15-03-2024,organic_search,south,0,0.2168,1,0
CUST101823,11-05-2024,paid_search,east,0,1.2372,3,0
CUST101824,11-04-2024,organic_search,south,0,0.0781,1,0
CUST101825,29-03-2024,email,central,0,0.3827,1,0
CUST101826,04-11-2024,organic_search,south,0,0.1231,1,0
CUST101827,19-03-2024,email,south,1,2.9946,8,0
CUST101828,01-12-2024,email,central,0,0.4136,1,0
CUST101829,08-02-2024,paid_search,west,0,1.249,3,0
CUST101830,31-03-2024,social,central,1,0.847,2,0
CUST101831,17-11-2024,social,north,0,0.1137,1,0
CUST101832,09-09-2024,email,south,0,0.824,2,0
CUST101833,25-08-2024,paid_search,south,0,1.0818,3,0
CUST101834,15-10-2024,email,west,0,2.133,6,0
CUST101835,23-10-2024,paid_search,east,0,0.436,1,0
CUST101836,17-08-2024,email,central,0,0.3505,1,0
CUST101837,14-12-2024,paid_search,east,0,1.1788,3,0
CUST101838,16-10-2024,paid_search,north,1,0.0349,1,0
CUST101839,25-11-2024,email,central,0,0.2276,1,0
CUST101840,21-11-2024,email,north,0,0.2468,1,0
CUST101841,15-11-2024,social,north,0,1.1066,3,0
CUST101842,14-06-2024,organic_search,north,0,0.3368,1,0
CUST101843,17-11-2024,paid_search,central,0,5.4917,16,0
CUST101844,10-06-2024,referral,central,1,3.3624,10,0
CUST101845,18-03-2024,email,west,0,1.5762,4,0
CUST101846,13-08-2024,email,south,0,0.4048,1,0
CUST101847,04-02-2024,organic_search,east,0,0.6394,1,0
CUST101848,28-08-2024,paid_search,east,1,0.224,1,0
CUST101849,14-08-2024,social,north,0,0.0158,1,0
CUST101850,19-11-2024,email,central,0,0.3421,1,0
CUST101851,04-06-2024,organic_search,central,0,0.4611,1,0
CUST101852,20-05-2024,email,north,1,0.831,2,0
CUST101853,29-10-2024,paid_search,south,0,2.8836,8,1
CUST101854,29-01-2024,organic_search,east,1,2.9537,8,1
CUST101855,29-06-2024,organic_search,west,0,0.0727,1,0
CUST101856,16-09-2024,organic_search,south,0,0.9536,2,0
CUST101857,07-02-2024,paid_search,central,0,0.0433,1,0
CUST101858,07-06-2024,organic_search,north,0,1.0444,3,0
CUST101859,24-08-2024,organic_search,east,0,0.1252,1,0
CUST101860,19-08-2024,email,north,0,2.9263,8,0
CUST101861,20-01-2024,organic_search,central,0,1.9976,5,0
CUST101862,30-01-2024,organic_search,north,0,0.0226,1,0
CUST101863,07-07-2024,paid_search,east,0,1.5239,4,0
CUST101864,26-05-2024,paid_search,north,1,1.0103,3,0
CUST101865,09-02-2024,email,east,1,0.6839,2,0
CUST101866,26-11-2024,paid_search,north,0,0.9229,2,0
CUST101867,16-02-2024,email,north,0,1.134,3,0
CUST101868,10-11-2024,social,east,0,2.1581,6,0
CUST101869,31-10-2024,organic_search,north,0,1.4583,4,0
CUST101870,16-09-2024,organic_search,south,0,0.8566,2,0
CUST101871,15-07-2024,paid_search,west,0,1.7408,5,0
CUST101872,24-08-2024,paid_search,south,0,4.3369,13,1
CUST101873,24-10-2024,social,west,0,0.3569,1,0
CUST101874,10-10-2024,social,south,0,0.126,1,0
CUST101875,13-01-2025,paid_search,west,0,1.3147,3,0
CUST101876,22-01-2024,organic_search,north,0,3.8442,11,0
CUST101877,18-08-2024,organic_search,east,0,0.1241,1,0
CUST101878,19-10-2024,social,east,0,0.5651,1,0
CUST101879,29-11-2024,paid_search,central,0,0.0643,1,0
CUST101880,06-04-2024,paid_search,west,0,1.4985,4,0
CUST101881,13-06-2024,organic_search,central,1,2.9702,8,0
CUST101882,05-11-2024,social,central,0,0.6911,2,0
CUST101883,31-08-2024,email,west,0,3.1609,9,0
CUST101884,13-09-2024,organic_search,east,0,2.3829,7,0
CUST101885,18-03-2024,paid_search,west,0,0.1432,1,0
CUST101886,01-02-2024,referral,north,0,2.2218,6,0
CUST101887,18-08-2024,organic_search,central,0,0.4978,1,0
CUST101888,22-02-2024,social,central,0,0.8196,2,0
CUST101889,24-06-2024,organic_search,west,1,0.7514,2,0
CUST101890,31-12-2024,social,central,0,0.9571,2,0
CUST101891,13-02-2024,organic_search,east,0,2.8494,8,0
CUST101892,15-09-2024,referral,central,0,3.0185,9,0
CUST101893,26-11-2024,social,west,0,1.7787,5,0
CUST101894,29-03-2024,email,east,0,0.2126,1,0
CUST101895,21-01-2024,social,east,0,0.4057,1,0
CUST101896,06-05-2024,social,central,0,0.6691,2,0
CUST101897,28-12-2024,paid_search,west,0,2.3587,7,0
CUST101898,12-08-2024,email,central,0,0.7358,2,0
CUST101899,12-08-2024,referral,north,0,3.7914,11,1
CUST101900,25-09-2024,paid_search,north,0,4.1253,12,0
CUST101901,24-09-2024,email,east,0,0.9128,2,0
CUST101902,08-11-2024,social,central,0,2.0996,6,0
CUST101903,22-03-2024,paid_search,north,0,7.1597,21,1
CUST101904,05-07-2024,paid_search,south,0,1.8952,5,0
CUST101905,09-07-2024,organic_search,north,0,6.4186,19,0
CUST101906,24-05-2024,organic_search,central,1,1.8652,5,0
CUST101907,17-07-2024,organic_search,central,0,0.0863,1,0
CUST101908,28-07-2024,paid_search,north,0,1.0074,3,0
CUST101909,22-06-2024,paid_search,central,0,0.244,1,0
CUST101910,13-12-2024,paid_search,central,0,0.1234,1,0
CUST101911,02-11-2024,referral,south,1,2.2337,6,0
CUST101912,27-01-2024,paid_search,east,1,1.0207,3,0
CUST101913,19-11-2024,paid_search,central,0,0.2791,1,0
CUST101914,27-11-2024,organic_search,west,0,0.489,1,0
CUST101915,20-06-2024,organic_search,east,0,3.6222,10,1
CUST101916,03-02-2024,email,east,1,1.9818,5,0
CUST101917,17-06-2024,social,west,0,0.0157,1,0
CUST101918,18-02-2024,email,north,0,3.9021,11,1
CUST101919,12-10-2024,organic_search,south,0,0.4597,1,0
CUST101920,13-12-2024,social,central,0,1.1888,3,0
CUST101921,16-07-2024,organic_search,north,0,1.2471,3,0
CUST101922,25-05-2024,organic_search,west,0,2.4268,7,0
CUST101923,09-05-2024,organic_search,south,0,2.1634,6,0
CUST101924,05-01-2025,organic_search,south,0,0.3309,1,0
CUST101925,02-12-2024,organic_search,south,0,1.0315,3,0
CUST101926,04-11-2024,organic_search,west,0,0.5004,1,0
CUST101927,17-03-2024,referral,north,0,0.7456,2,0
CUST101928,19-06-2024,organic_search,central,0,0.809,2,0
CUST101929,11-02-2024,organic_search,south,0,0.5047,1,0
CUST101930,25-10-2024,organic_search,south,0,0.6234,1,0
CUST101931,05-12-2024,social,north,0,0.2336,1,0
CUST101932,13-03-2024,organic_search,south,0,0.9356,2,0
CUST101933,28-06-2024,email,south,0,1.4228,4,0
CUST101934,07-06-2024,referral,west,0,0.5617,1,0
CUST101935,01-12-2024,organic_search,east,0,3.8023,11,0
CUST101936,23-12-2024,paid_search,north,0,0.0589,1,0
CUST101937,05-12-2024,organic_search,north,0,0.8896,2,0
CUST101938,19-07-2024,social,north,0,0.8761,2,0
CUST101939,07-03-2024,paid_search,west,0,0.2218,1,0
CUST101940,31-10-2024,organic_search,west,0,1.526,4,0
CUST101941,28-12-2024,organic_search,central,0,2.3596,7,0
CUST101942,13-02-2024,social,west,0,0.7864,2,0
CUST101943,07-06-2024,paid_search,north,0,0.5734,1,0
CUST101944,13-10-2024,organic_search,central,0,0.537,1,0
CUST101945,11-07-2024,social,east,0,2.1907,6,0
CUST101946,25-11-2024,social,south,0,0.4573,1,0
CUST101947,17-06-2024,email,south,0,1.9602,5,0
CUST101948,06-03-2024,organic_search,central,0,0.3699,1,0
CUST101949,09-12-2024,email,east,0,0.7582,2,0
CUST101950,25-12-2024,social,south,0,0.1553,1,0
CUST101951,13-01-2025,organic_search,central,0,1.7431,5,0
CUST101952,16-12-2024,social,west,0,1.3317,3,0
CUST101953,26-09-2024,paid_search,north,0,0.7552,2,0
CUST101954,17-02-2024,email,east,1,0.1575,1,0
CUST101955,26-11-2024,organic_search,south,1,0.6563,1,0
CUST101956,09-12-2024,social,north,0,0.2551,1,0
CUST101957,04-08-2024,paid_search,central,0,0.5334,1,0
CUST101958,17-09-2024,referral,south,0,1.9409,5,0
CUST101959,04-07-2024,organic_search,north,0,1.468,4,0
CUST101960,10-01-2024,referral,west,0,0.277,1,0
CUST101961,04-07-2024,email,east,0,4.1966,12,0
CUST101962,07-06-2024,organic_search,central,0,2.3352,7,0
CUST101963,02-04-2024,email,south,0,0.7522,2,0
CUST101964,19-04-2024,referral,west,0,0.7553,2,0
CUST101965,23-06-2024,organic_search,east,0,2.3153,6,0
CUST101966,05-09-2024,paid_search,east,0,1.011,3,0
CUST101967,08-04-2024,paid_search,west,0,0.7694,2,0
CUST101968,25-04-2024,organic_search,south,0,1.3829,4,0
CUST101969,11-03-2024,organic_search,east,0,0.268,1,0
CUST101970,20-03-2024,organic_search,central,0,2.1068,6,0
CUST101971,09-02-2024,organic_search,north,0,0.758,2,0
CUST101972,31-05-2024,paid_search,central,0,0.9251,2,0
CUST101973,21-02-2024,organic_search,east,0,0.0942,1,0
CUST101974,16-09-2024,email,north,0,0.3704,1,0
CUST101975,03-10-2024,social,west,1,3.3384,10,1
CUST101976,13-01-2025,organic_search,north,0,0.5343,1,0
CUST101977,26-09-2024,social,north,0,1.5064,4,0
CUST101978,20-01-2024,social,north,1,0.3317,1,0
CUST101979,04-12-2024,referral,east,0,0.201,1,0
CUST101980,21-06-2024,organic_search,south,0,0.8738,2,0
CUST101981,12-11-2024,organic_search,east,0,0.9546,2,0
CUST101982,08-03-2024,email,south,0,0.1296,1,0
CUST101983,01-11-2024,email,west,0,0.0025,1,0
CUST101984,11-07-2024,social,west,0,2.4968,7,0
CUST101985,19-03-2024,email,west,0,0.4979,1,0
CUST101986,24-03-2024,organic_search,west,0,2.2815,6,0
CUST101987,02-04-2024,paid_search,west,0,0.5095,1,0
CUST101988,20-12-2024,organic_search,central,0,1.0586,3,0
CUST101989,15-11-2024,organic_search,east,0,0.2053,1,0
CUST101990,25-03-2024,email,south,0,1.7368,5,0
CUST101991,04-01-2025,organic_search,west,0,0.1987,1,0
CUST101992,12-08-2024,paid_search,central,0,0.4886,1,0
CUST101993,23-01-2024,email,central,0,0.2718,1,0
CUST101994,29-07-2024,organic_search,central,0,1.8171,5,0
CUST101995,05-07-2024,referral,east,0,1.9543,5,0
CUST101996,12-12-2024,referral,west,1,0.4653,1,0
CUST101997,03-01-2025,social,central,0,0.3673,1,0
CUST101998,01-05-2024,organic_search,central,0,1.4853,4,0
CUST101999,15-08-2024,organic_search,west,0,2.1079,6,0
CUST102000,08-11-2024,paid_search,east,0,0.9782,2,0
CUST102001,25-05-2024,organic_search,central,0,2.6228,7,0
CUST102002,17-08-2024,organic_search,south,1,0.483,1,0
CUST102003,29-04-2024,referral,north,0,0.1647,1,0
CUST102004,30-09-2024,organic_search,north,0,1.1881,3,0
CUST102005,02-05-2024,social,north,0,1.1082,3,0
CUST102006,07-06-2024,organic_search,east,0,0.5234,1,0
CUST102007,28-08-2024,social,central,0,0.17,1,0
CUST102008,09-04-2024,email,north,0,0.3456,1,0
CUST102009,07-07-2024,organic_search,north,0,4.5379,13,1
CUST102010,13-12-2024,organic_search,west,0,0.1295,1,0
CUST102011,19-10-2024,social,central,0,0.0034,1,0
CUST102012,13-08-2024,social,central,1,2.4925,7,0
CUST102013,24-08-2024,social,west,0,0.3636,1,0
CUST102014,24-05-2024,organic_search,central,0,0.2504,1,0
CUST102015,14-07-2024,organic_search,south,0,1.1989,3,0
CUST102016,14-09-2024,referral,east,0,1.9201,5,0
CUST102017,27-09-2024,email,west,1,1.0004,3,0
CUST102018,02-08-2024,paid_search,north,0,0.2937,1,0
CUST102019,23-03-2024,email,central,0,1.9779,5,0
CUST102020,12-04-2024,paid_search,south,1,0.7142,2,0
CUST102021,05-11-2024,paid_search,south,0,0.48,1,0
CUST102022,11-03-2024,organic_search,east,1,0.9282,2,0
CUST102023,08-05-2024,paid_search,south,0,1.206,3,0
CUST102024,27-01-2024,paid_search,central,0,0.901,2,0
CUST102025,24-11-2024,organic_search,central,0,2.5288,7,0
CUST102026,03-09-2024,paid_search,south,0,0.9889,2,0
CUST102027,09-07-2024,email,central,1,12.651,37,1
CUST102028,10-10-2024,social,central,0,0.8842,2,0
CUST102029,22-02-2024,social,north,0,0.4,1,0
CUST102030,30-12-2024,email,west,0,0.7599,2,0
CUST102031,21-09-2024,organic_search,central,0,0.0903,1,0
CUST102032,04-03-2024,social,central,0,0.2616,1,0
CUST102033,25-05-2024,email,east,1,1.4534,4,0
CUST102034,12-02-2024,paid_search,west,0,1.0832,3,0
CUST102035,23-03-2024,organic_search,west,0,0.1821,1,0
CUST102036,19-05-2024,organic_search,west,0,0.5763,1,0
CUST102037,18-08-2024,email,south,0,0.1531,1,0
CUST102038,19-09-2024,paid_search,north,0,1.9367,5,0
CUST102039,16-03-2024,email,north,0,0.1156,1,0
CUST102040,11-08-2024,social,east,1,1.062,3,0
CUST102041,16-02-2024,social,west,0,0.9339,2,0
CUST102042,23-04-2024,email,west,0,0.6401,1,0
CUST102043,18-08-2024,social,central,0,0.3261,1,0
CUST102044,27-06-2024,paid_search,south,1,0.5174,1,0
CUST102045,14-01-2024,paid_search,south,0,1.6419,4,0
CUST102046,31-07-2024,email,east,0,1.4336,4,0
CUST102047,28-01-2024,paid_search,north,0,8.055,24,1
CUST102048,21-07-2024,paid_search,west,0,1.3856,4,0
CUST102049,14-09-2024,organic_search,east,0,0.1554,1,0
CUST102050,10-07-2024,email,south,0,0.1044,1,0
CUST102051,30-04-2024,organic_search,south,0,1.9769,5,0
CUST102052,16-07-2024,social,south,0,1.8151,5,0
CUST102053,11-02-2024,paid_search,west,1,1.1436,3,0
CUST102054,10-07-2024,paid_search,west,0,0.9312,2,0
CUST102055,24-04-2024,social,west,0,2.7425,8,0
CUST102056,15-01-2024,organic_search,central,0,0.2537,1,0
CUST102057,12-06-2024,social,north,0,1.1016,3,0
CUST102058,20-02-2024,email,south,0,2.4422,7,0
CUST102059,31-12-2024,email,south,0,0.5745,1,0
CUST102060,28-11-2024,organic_search,central,0,0.3613,1,0
CUST102061,20-06-2024,email,south,0,0.3157,1,0
CUST102062,15-03-2024,social,south,0,0.024,1,0
CUST102063,11-03-2024,email,west,0,0.7346,2,0
